lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-116.31527779999999,48.6913889,2012-05-17 01:00:00,bonners ferry,id,us,flash,1800.0,Out of the blue in sound sleep. Both my so and I were awakened. No noise or anything&#44 we were just awake out of the blue. Then the sky,2012,5,17
-83.80888890000001,39.9241667,2012-05-26 23:40:00,springfield,oh,us,fireball,120.0,Floating fireball seen in Springfield&#44 Ohio or Chinese Lantern?,2012,5,26
-105.25972220000001,43.231944399999996,2012-06-20 12:42:00,bill,wy,us,light,3.0,Bright Green Light With A Trail (Shaped like a Meteor) Descending Very Rapidly&#44 then abruptly turning,2012,6,20
-116.77944440000002,47.6777778,2012-06-20 22:20:00,coeur d&#39alene,id,us,light,10.0,Bright light that dimmed out,2012,6,20
-110.02916670000002,34.2541667,2012-06-27 23:00:00,show low,az,us,light,1800.0,Brightly lit object moves erraticly through Eastern Arizona sky.,2012,6,27
-77.13638890000001,40.234444399999994,2012-07-09 21:50:00,west middlesex,pa,us,circle,20.0,Saw very fast moving object  high in the sky heading from South to North which was round and yellowish red in color.,2012,7,9
-96.275,32.735833299999996,2012-07-15 23:00:00,terrell,tx,us,triangle,120.0,Bug zapping triagle craft.,2012,7,15
-82.5541667,35.6008333,2012-07-29 21:00:00,asheville,nc,us,cigar,120.0,Two cigar shaped objects spotted over downtown Asheville&#44 NC.,2012,7,29
-113.99305559999999,46.8722222,2012-08-15 23:30:00,missoula,mt,us,chevron,1800.0,Double Chevron.  Red&#44 green&#44 white and orange lights&#44 hovering and moving right and left.  ((NUFORC Note:  Star??  PD)),2012,8,15
-74.2469444,40.4566667,2012-09-23 14:00:00,laurence harbor,nj,us,changing,240.0,Strange cluster of what appeared to be stars in the daytime sky.,2012,9,23
-73.0577778,44.2272222,2012-09-25 20:00:00,starksboro,vt,us,other,20.0,There was a huge object in the sky with blinking lights that was much larger than a airplane with lights about 6-10 inches apart.,2012,9,25
-106.7777778,32.3122222,2012-10-10 20:30:00,las cruces,nm,us,fireball,120.0,4 fireballs in sky side by side,2012,10,10
-114.1622222,47.693611100000005,2012-11-17 19:52:00,polson,mt,us,light,240.0,7 crafts light  orange glow ball that formed a triangle ... for a few mins ... then  rose up 1 at a time and disappeared.,2012,11,17
-73.0686111,44.4375,2012-12-09 16:00:00,williston,vt,us,circle,600.0,Hovering over church where 7 lights in the sky one in the front and the rest scattered in the back.,2012,12,9
-78.4566667,35.650555600000004,2013-01-03 20:00:00,clayton,nc,us,cylinder,300.0,Flashing red and blue lights with white lights in center of cylinder object,2013,1,3
-98.0308333,37.1533333,2013-03-23 21:45:00,anthony,ks,us,flash,3.0,There was a explosion in the air on the southeast side of ANTHONY KANSAS. APPROX TIME 21:45 ON MARCH  23&#44 2013.,2013,3,23
-81.37861109999999,40.798888899999994,2013-03-27 19:15:00,canton,oh,us,oval,60.0,Metallic bright oval hovering object.,2013,3,27
-82.93777779999999,39.968888899999996,2013-04-25 07:35:00,bexley,oh,us,light,300.0,Approximately 7:35 A.M. one orange horizontal light that expands and shrinks between 1-3 foot.,2013,4,25
-85.0269444,35.9488889,2013-06-03 21:00:00,crossville,tn,us,light,300.0,Bright light going west to east over eastern Tennessee.  ((NUFORC Note:  Possible sighting of the ISS?  PD)),2013,6,3
-78.92222220000001,40.326666700000004,2013-06-08 23:00:00,johnstown,pa,us,fireball,300.0,5 or 6 fireball looking objects slowly went through the sky then one by one went out.,2013,6,8
-97.7466667,40.883888899999995,2013-09-04 05:55:00,bradshaw,ne,us,diamond,10.0,Low flying&#44 very large diamond shaped flashing yellow light moving extremely fast to the east.,2013,9,4
-77.4108333,39.4141667,2013-09-14 20:10:00,frederick,md,us,circle,300.0,8-12 orangish red circles floating in western sky&#44 slowly disappeared,2013,9,14
-82.99888890000001,39.961111100000004,2013-09-21 21:10:00,columbus,oh,us,fireball,240.0,6-7 orange fireballs following in formation across sky,2013,9,21
-104.98416670000002,39.7391667,2013-09-23 20:45:00,denver,co,us,fireball,600.0,Light objects appearing over North Denver in a triangle formation.,2013,9,23
-112.07333329999999,33.4483333,2013-09-28 21:00:00,phoenix,az,us,formation,540.0,Triangle formation of red lights high over central phx at 9 pm,2013,9,28
-77.72027779999999,39.6416667,2013-10-02 22:45:00,hagerstown,md,us,oval,300.0,Orange/gold ovular object seen hovering&#44 then shut off lights the second another eye witness came within view.,2013,10,2
-81.4025,40.8758333,2013-10-11 23:00:00,north canton,oh,us,fireball,10.0,Fireball over the Strip.,2013,10,11
-90.1516667,34.9577778,2013-10-13 22:00:00,walls,ms,us,light,240.0,While camping out on the 13th of oct anround 9:00 to 11:00 pm saw a light travling North to South. the object stayed in view for a peri,2013,10,13
-76.88472220000001,40.273611100000004,2013-11-14 20:00:00,harrisburg,pa,us,circle,3600.0,Large Bright Orb Appearing Periodically.,2013,11,14
-117.70666670000001,33.5225,2013-11-19 19:50:00,laguna niguel,ca,us,rectangle,600.0,Three Orange Spheres in a Rectangular  Cluster with a Pulsating Sphere on the Right Side,2013,11,19
-149.90027780000003,61.2180556,2013-12-14 18:50:00,anchorage,ak,us,flash,2.0,Strange flash in the sky.,2013,12,14
-84.8408333,33.9236111,2014-01-01 00:00:00,dallas,ga,us,sphere,1200.0,5 Reddish Amber Lights Moving Multiple Directions Then Disappear.,2014,1,1
-89.15,43.4277778,2014-01-08 18:00:00,doylestown,wi,us,light,120.0,5 yellow lights flash in sky then disappear with 3 reappearing approx. 4.5 miles later moving NE.,2014,1,8
-159.3711111,21.9811111,2014-02-18 06:20:00,lihue,hi,us,diamond,1200.0,Orb with lights.,2014,2,18
-112.04694440000002,33.0580556,2014-02-20 02:30:00,maricopa,az,us,light,2.0,Bright green/blue ball traveling either west or straight down.,2014,2,20
